ms_uri,GroupID
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__kuhmo-hietaharju,GROUP1291
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__outokumpu-vuonos,GROUP1292
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__kevitsa,GROUP1293
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255230,GROUP1294
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__118,GROUP1295
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10023349,GROUP1296
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10134274,GROUP1297
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__17,GROUP1298
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10232147,GROUP1299
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10232222,GROUP1300
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000634,GROUP1301
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10256358,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000620",GROUP1302
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10231901,GROUP1303
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10182147,GROUP1304
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000632,GROUP1305
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000623,GROUP1306
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000621,GROUP1307
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000636,GROUP1308
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000637,GROUP1309
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10134543,GROUP1310
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069196,GROUP1311
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10231923,GROUP1312
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10158925,GROUP1313
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000625,GROUP1314
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000622,GROUP1315
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000626,GROUP1316
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000627,GROUP1317
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60001852,GROUP1318
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096542,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000639,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10134767",GROUP1319
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079659,GROUP1320
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10134700,GROUP1321
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000619,GROUP1322
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10159109,GROUP1323
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10191037,GROUP1324
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000635,GROUP1325
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000638,GROUP1326
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10256216,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000624",GROUP1327
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10158964,GROUP1328
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10134713,GROUP1329
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000628,GROUP1330
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000633,GROUP1331
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000629,GROUP1332
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000631,GROUP1333
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10231964,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000630",GROUP1334
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__347,GROUP1335
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__340,GROUP1336
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__342,GROUP1337
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__345,GROUP1338
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__341,GROUP1339
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__346,GROUP1340
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__344,GROUP1341
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__349,GROUP1342
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__339,GROUP1343
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__348,GROUP1344
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__351,GROUP1345
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__338,GROUP1346
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__336,GROUP1347
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__105,GROUP1348
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-pp1802__515,GROUP1348
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__las-mesas,GROUP1348
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__104,GROUP1349
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-pp1802__514,GROUP1349
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__rosario,GROUP1350
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__maricao,GROUP1351
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__guanajibo-punta-guanajibo,GROUP1352
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230814,GROUP1353
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10158395,GROUP1354
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__326,GROUP1355
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__323,GROUP1356
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__28,GROUP1357
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__nyabikere,GROUP1357
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__29,GROUP1358
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__waga,GROUP1358
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039282,GROUP1359
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__musongati-366,GROUP1359
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__musongati,GROUP1359
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069221,GROUP1360
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__37,GROUP1361
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024522,GROUP1361
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__36,GROUP1362
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__pinares-de-mayari-nicaro,GROUP1362
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__38,GROUP1363
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__33,GROUP1364
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__34,GROUP1365
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__1152,GROUP1365
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__39,GROUP1366
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__35,GROUP1367
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__1153,GROUP1367
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000605,GROUP1367
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__nicaro,GROUP1367
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__1154,GROUP1368
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000604,GROUP1369
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079614,GROUP1370
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230631,GROUP1371
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069379,GROUP1372
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60001678,GROUP1373
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10206109,GROUP1374
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000651,GROUP1375
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10280841,GROUP1376
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__punta-gorda,GROUP1376
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10158394,GROUP1377
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10133565,GROUP1378
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10061537,GROUP1379
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069239,GROUP1380
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069377,GROUP1381
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10279799,GROUP1382
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__moa-bay-eastern-satellites,GROUP1383
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__moa-bay-jv,GROUP1384
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__moa-bay-camarioca-norte-sur,GROUP1385
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__315,GROUP1386
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__314,GROUP1387
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__321,GROUP1388
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__303,GROUP1389
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__308,GROUP1390
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__299,GROUP1391
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__311,GROUP1392
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__312,GROUP1393
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__309,GROUP1394
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__302,GROUP1395
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__lupoto-sase-965,GROUP1396
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__manga-966,GROUP1397
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__kipoi-group-959,GROUP1398
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__kanika-953,GROUP1399
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__luita-est-ecaille-sud-964,GROUP1400
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__ruashi-975,GROUP1401
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__taratara-978,GROUP1402
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__chimbedia-937,GROUP1403
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__shabulungu-est-977,GROUP1404
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__kalongwe-948,GROUP1405
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__kolwezi-kingamyambo-tailings-957,GROUP1406
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__kababankola-kabankola-942,GROUP1407
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__etoile-etoile-extension-940,GROUP1408
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__musonoi-kasobantu-972,GROUP1409
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__tenke-fungurume-979,GROUP1410
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__saafi-976,GROUP1411
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__musonoi-dilala-east-971,GROUP1412
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__pungulume-east-1-2-3-4-principal-974,GROUP1413
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__kakanda-north-south-945,GROUP1414
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__bangwe-est-936,GROUP1415
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__mutanda-973,GROUP1416
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__mukondo-mountain-970,GROUP1417
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__kabolela-943,GROUP1418
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__luisha-south-incl-stockpiles-963,GROUP1419
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__kalukundi-949,GROUP1420
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__mashitu-principal-safwe-nord-sud-967,GROUP1421
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__kakanda-tailings-946,GROUP1422
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038191,GROUP1423
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10231637,GROUP1424
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069252,GROUP1425
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10105313,GROUP1426
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10084872,GROUP1427
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60001611,GROUP1428
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096181,GROUP1429
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069253,GROUP1430
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096182,GROUP1431
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303947,GROUP1432
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10023163,GROUP1433
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069251,GROUP1434
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024300,GROUP1435
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10085151,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303758",GROUP1436
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068937,GROUP1437
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096180,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069254,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069250",GROUP1438
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068938,GROUP1439
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069249,GROUP1440
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__746,GROUP1441
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__750,GROUP1442
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__749,GROUP1443
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__747,GROUP1444
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__745,GROUP1445
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__744,GROUP1446
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__748,GROUP1447
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2191,GROUP1448
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10191560,GROUP1449
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079575,GROUP1450
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10159073,GROUP1451
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10305010,GROUP1452
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10256133,GROUP1453
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096950,GROUP1454
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__89,GROUP1455
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__88,GROUP1456
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__87,GROUP1457
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__86,GROUP1458
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__67,GROUP1459
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__68,GROUP1460
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__69,GROUP1461
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__74,GROUP1462
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__73,GROUP1463
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__32,GROUP1464
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__119,GROUP1465
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__82,GROUP1466
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2225,GROUP1467
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2215,GROUP1468
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2227,GROUP1469
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2223,GROUP1470
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2220,GROUP1471
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2246,GROUP1472
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2216,GROUP1473
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__28,GROUP1473
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2219,GROUP1474
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079675,GROUP1474
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2224,GROUP1475
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2228,GROUP1476
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__29,GROUP1476
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__81,GROUP1477
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10073057,GROUP1477
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2254,GROUP1478
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2217,GROUP1479
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__33,GROUP1479
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2222,GROUP1480
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10107362,GROUP1480
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2226,GROUP1481
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2221,GROUP1482
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079670,GROUP1482
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2218,GROUP1483
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024494,GROUP1484
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079678,GROUP1485
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__50,GROUP1485
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10400578,GROUP1486
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10400565,GROUP1487
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10400568,GROUP1488
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038701,GROUP1489
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10256036,GROUP1490
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10207824,GROUP1491
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183296,GROUP1492
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10400616,GROUP1493
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183231,GROUP1494
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079676,GROUP1495
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10135052,GROUP1496
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10256244,GROUP1497
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10400645,GROUP1498
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10281362,GROUP1499
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183424,GROUP1500
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10159261,GROUP1501
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__27,GROUP1501
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10400357,GROUP1502
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10400559,GROUP1503
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10400561,GROUP1504
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10280640,GROUP1505
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10400575,GROUP1506
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183504,GROUP1507
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10099701,GROUP1508
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10280763,GROUP1509
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10231811,GROUP1510
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183294,GROUP1511
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10400579,GROUP1512
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10400560,GROUP1513
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10400558,GROUP1514
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079674,GROUP1515
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10134596,GROUP1516
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10400594,GROUP1517
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10400556,GROUP1518
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__43,GROUP1518
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10400577,GROUP1519
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000607,GROUP1520
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10400569,GROUP1521
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__214,GROUP1522
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__34,GROUP1523
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__175,GROUP1524
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__286,GROUP1525
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__174,GROUP1526
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__280,GROUP1527
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__152,GROUP1528
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__173,GROUP1529
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__31,GROUP1530
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__144,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__146,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__140",GROUP1531
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__41,GROUP1532
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__161,GROUP1533
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__160,GROUP1534
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__210,GROUP1535
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__287,GROUP1536
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__166,GROUP1537
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__49,GROUP1538
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__283,GROUP1539
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__180,GROUP1540
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__151,GROUP1541
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__209,GROUP1542
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__282,GROUP1543
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__208,GROUP1544
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__42,GROUP1545
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__24,GROUP1546
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__171,GROUP1547
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__44,GROUP1548
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__162,GROUP1549
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__216,GROUP1550
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__179,GROUP1551
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__169,GROUP1552
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__159,GROUP1553
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__290,GROUP1554
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__350,GROUP1555
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__324,GROUP1556
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__154,GROUP1557
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__211,GROUP1558
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__196,GROUP1559
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__213,GROUP1560
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__145,GROUP1561
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__170,GROUP1562
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__168,GROUP1563
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__35,GROUP1564
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__167,GROUP1565
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__23,GROUP1566
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__278,GROUP1567
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-sedcu__150,GROUP1568
