ms_uri,source_id,record_id,country,state_or_province,other_names,location,crs,site_name,commodity,deposit_type
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2703,https://mrdata.usgs.gov/major-deposits,2703,South Africa,"","",POINT (27.28333 -25.71667),EPSG:4326,Waterkloof,"Chromium,platinum-group elements,Silver,Iron","Igneous,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2704,https://mrdata.usgs.gov/major-deposits,2704,South Africa,"","",POINT (26.25 -25.05),EPSG:4326,Zeerust,"Silver,Chromium,Iron,platinum-group elements","Igneous,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2705,https://mrdata.usgs.gov/major-deposits,2705,South Africa,"","",POINT (28.88333 -23.83333),EPSG:4326,Dorst Land 768,"platinum-group elements,Chromium,Gold,Copper,Nickel","Igneous,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2706,https://mrdata.usgs.gov/major-deposits,2706,South Africa,"","",POINT (30.125 -24.8958),EPSG:4326,Tweefontein,"Gold,Nickel,platinum-group elements,Chromium","Igneous,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2711,https://mrdata.usgs.gov/major-deposits,2711,South Africa,"","",POINT (17.8833 -29.6),EPSG:4326,O'Okiep,"Copper,Silver,platinum-group elements,Gold,Sulfur","Hydrothermal,Iron sulfide polymetallic,Mafic-ultramafic VMS"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2712,https://mrdata.usgs.gov/major-deposits,2712,South Africa,"","",POINT (30.05 -22.33),EPSG:4326,Messina,"Copper,platinum-group elements","Breccia pipe copper,Hematite- dominant IOCG,Hydrothermal,Komatiite nickel-copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2713,https://mrdata.usgs.gov/major-deposits,2713,South Africa,"","",POINT (30.13333 -22.33333),EPSG:4326,Artonvilla,"Copper,Gold,platinum-group elements","Breccia pipe copper,Hematite- dominant IOCG,Hydrothermal,Komatiite nickel-copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2757,https://mrdata.usgs.gov/major-deposits,2757,South Africa,"","",POINT (30.75972 -23.88889),EPSG:4326,Murchison,"Antimony,Silver,Gold,platinum-group elements","Epizonal orogenic gold,Hydrothermal,Hypozonal orogenic gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2758,https://mrdata.usgs.gov/major-deposits,2758,South Africa,"","",POINT (28.26667 -26.22917),EPSG:4326,Brakpan,"Gold,platinum-group elements","Fluvial placer gold,Paleoplacer gold ± uranium,Shoreline placer gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2759,https://mrdata.usgs.gov/major-deposits,2759,South Africa,"","",POINT (27.83333 -26.125),EPSG:4326,Luipaardsvlei,"platinum-group elements,Gold","Fluvial placer PGE,Fluvial placer gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2760,https://mrdata.usgs.gov/major-deposits,2760,South Africa,"","",POINT (28.40833 -26.19167),EPSG:4326,Modderfontein,"platinum-group elements,Gold","Fluvial placer PGE,Fluvial placer gold,Paleoplacer gold ± uranium,Shoreline placer gold,Supergene gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2761,https://mrdata.usgs.gov/major-deposits,2761,South Africa,"","",POINT (28.37778 -26.1875),EPSG:4326,New Modder,"Gold,platinum-group elements","Fluvial placer PGE,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2762,https://mrdata.usgs.gov/major-deposits,2762,South Africa,"","",POINT (28.11667 -26.23333),EPSG:4326,Nourse,"platinum-group elements,Gold","Fluvial placer PGE,Shoreline placer gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2763,https://mrdata.usgs.gov/major-deposits,2763,South Africa,"","",POINT (28.22139 -26.30917),EPSG:4326,"Orion (Minerva, Meyer, Black Reef, Cornucopia","Gold,platinum-group elements","Paleoplacer gold ± uranium,Shoreline placer gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2764,https://mrdata.usgs.gov/major-deposits,2764,South Africa,"","",POINT (28.2 -26.14583),EPSG:4326,Rietfontein,"platinum-group elements,Gold","Fluvial placer PGE,Fluvial placer gold,Paleoplacer gold ± uranium,Shoreline placer gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2765,https://mrdata.usgs.gov/major-deposits,2765,South Africa,"","",POINT (28.06667 -26.23333),EPSG:4326,Robinson Deep,"Gold,platinum-group elements","Fluvial placer PGE,Paleoplacer gold ± uranium,Shoreline placer gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2766,https://mrdata.usgs.gov/major-deposits,2766,South Africa,"","",POINT (28.16667 -26.21667),EPSG:4326,Rose Deep,"platinum-group elements,Gold","Fluvial placer PGE,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2767,https://mrdata.usgs.gov/major-deposits,2767,South Africa,"","",POINT (27.66667 -26.29167),EPSG:4326,Venterspost,"Gold,platinum-group elements","Fluvial placer PGE,Paleoplacer gold ± uranium,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2768,https://mrdata.usgs.gov/major-deposits,2768,South Africa,"","",POINT (27.46667 -26.4),EPSG:4326,West Driefontein,"Gold,platinum-group elements","Fluvial placer PGE,Paleoplacer gold ± uranium,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2769,https://mrdata.usgs.gov/major-deposits,2769,South Africa,"","",POINT (28.2 -26.17778),EPSG:4326,Wit G. M.,"platinum-group elements,Gold","Paleoplacer gold ± uranium,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2770,https://mrdata.usgs.gov/major-deposits,2770,South Africa,"","",POINT (28.35556 -26.16667),EPSG:4326,Van Ryn Deep,"Gold,platinum-group elements,Silver","Paleoplacer gold ± uranium,Shoreline placer gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2771,https://mrdata.usgs.gov/major-deposits,2771,South Africa,"","",POINT (30.96667 -25.86667),EPSG:4326,Agnes (E. T. Cons),"platinum-group elements,Gold,Silver","Epizonal orogenic gold,Hydrothermal,Hypozonal orogenic gold,Paleoplacer gold ± uranium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2772,https://mrdata.usgs.gov/major-deposits,2772,South Africa,"","",POINT (28.01667 -26.23333),EPSG:4326,"Crown (City Deep, Cons. Main Reef)","Silver,Gold,platinum-group elements","Fluvial placer PGE,Paleoplacer gold ± uranium,Supergene gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2773,https://mrdata.usgs.gov/major-deposits,2773,South Africa,"","",POINT (28.48889 -26.28056),EPSG:4326,Dagga,"platinum-group elements,Silver,Gold","Paleoplacer gold ± uranium,Shoreline placer gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2774,https://mrdata.usgs.gov/major-deposits,2774,South Africa,"","",POINT (27.86667 -26.2),EPSG:4326,Durban Deep,"Silver,platinum-group elements,Gold","Paleoplacer gold ± uranium,Shoreline placer gold,Supergene gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2775,https://mrdata.usgs.gov/major-deposits,2775,South Africa,"","",POINT (28.51111 -26.29167),EPSG:4326,East Dagga,"platinum-group elements,Silver,Gold","Fluvial placer gold,Paleoplacer gold ± uranium,Supergene gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2776,https://mrdata.usgs.gov/major-deposits,2776,South Africa,"","",POINT (27.48333 -26.4),EPSG:4326,East Driefontein,"platinum-group elements,Gold,Silver","Fluvial placer PGE,Fluvial placer gold,Paleoplacer gold ± uranium,Supergene gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2777,https://mrdata.usgs.gov/major-deposits,2777,South Africa,"","",POINT (28.21667 -26.23333),EPSG:4326,East Rand Proprietary,"Silver,Gold,platinum-group elements","Fluvial placer PGE,Paleoplacer gold ± uranium,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2778,https://mrdata.usgs.gov/major-deposits,2778,South Africa,"","",POINT (28.4 -26.20833),EPSG:4326,Govt. G. M. Areas,"Gold,Silver,platinum-group elements","Paleoplacer gold ± uranium,Shoreline placer gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2779,https://mrdata.usgs.gov/major-deposits,2779,South Africa,"","",POINT (28.5 -26.23333),EPSG:4326,Grootvlei,"platinum-group elements,Gold,Silver","Fluvial placer PGE,Shoreline placer gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2780,https://mrdata.usgs.gov/major-deposits,2780,South Africa,"","",POINT (29.1667 -26.4667),EPSG:4326,Kinross,"Gold,Silver,platinum-group elements","Paleoplacer gold ± uranium,Supergene gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2781,https://mrdata.usgs.gov/major-deposits,2781,South Africa,"","",POINT (26.65 -26.8667),EPSG:4326,Klerksdorp,"Gold,platinum-group elements,Silver","Fluvial placer PGE,Fluvial placer gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2782,https://mrdata.usgs.gov/major-deposits,2782,South Africa,"","",POINT (27.6 -26.4),EPSG:4326,Kloof,"platinum-group elements,Gold,Silver","Fluvial placer gold,Paleoplacer gold ± uranium,Supergene gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2783,https://mrdata.usgs.gov/major-deposits,2783,South Africa,"","",POINT (28 -26.22917),EPSG:4326,Langaagte Est.,"Gold,platinum-group elements,Silver","Shoreline placer gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2784,https://mrdata.usgs.gov/major-deposits,2784,South Africa,"","",POINT (29.03333 -26.5),EPSG:4326,Leslie,"Silver,Gold,platinum-group elements","Paleoplacer gold ± uranium,Shoreline placer gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2785,https://mrdata.usgs.gov/major-deposits,2785,South Africa,"","",POINT (27.61667 -26.35),EPSG:4326,Libanon,"Silver,Gold,platinum-group elements",Surficial
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2786,https://mrdata.usgs.gov/major-deposits,2786,South Africa,"","",POINT (28.51667 -26.35),EPSG:4326,Marievale,"platinum-group elements,Gold,Silver","Fluvial placer PGE,Shoreline placer gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2787,https://mrdata.usgs.gov/major-deposits,2787,South Africa,"","",POINT (31.05 -25.63333),EPSG:4326,New Consort (E.T. Cons),"platinum-group elements,Silver,Gold","Epizonal orogenic gold,Hydrothermal,Hypozonal orogenic gold,Paleoplacer gold ± uranium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2788,https://mrdata.usgs.gov/major-deposits,2788,South Africa,"","",POINT (28.42222 -26.23889),EPSG:4326,New State Areas,"Silver,Gold,platinum-group elements","Paleoplacer gold ± uranium,Shoreline placer gold,Supergene gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2789,https://mrdata.usgs.gov/major-deposits,2789,South Africa,"","",POINT (27.93333 -26.18333),EPSG:4326,Rand Leases,"Gold,platinum-group elements,Silver","Paleoplacer gold ± uranium,Supergene gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2790,https://mrdata.usgs.gov/major-deposits,2790,South Africa,"","",POINT (27.76667 -26.16667),EPSG:4326,"Randfontein Estates (Cooke Section, West Rand Mine, East Champ D'or, Luipardsvlei Estates, South Roodeport)","Gold,Silver,platinum-group elements","Supergene gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2791,https://mrdata.usgs.gov/major-deposits,2791,South Africa,"","",POINT (28.35556 -26.3125),EPSG:4326,S. A. Lands,"platinum-group elements,Gold,Silver","Fluvial placer PGE,Shoreline placer gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2792,https://mrdata.usgs.gov/major-deposits,2792,South Africa,"","",POINT (31.2 -25.75),EPSG:4326,Sheba (E. T. Cons),"Silver,platinum-group elements,Gold","Epizonal orogenic gold,Hydrothermal"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2793,https://mrdata.usgs.gov/major-deposits,2793,South Africa,"","",POINT (28.15 -26.23333),EPSG:4326,Simmer And Jack,"Silver,platinum-group elements,Gold","Paleoplacer gold ± uranium,Supergene gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2794,https://mrdata.usgs.gov/major-deposits,2794,South Africa,"","",POINT (28.42222 -26.28333),EPSG:4326,Springs,"Silver,platinum-group elements,Gold","Fluvial placer PGE,Paleoplacer gold ± uranium,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2795,https://mrdata.usgs.gov/major-deposits,2795,South Africa,"","",POINT (28.44444 -26.375),EPSG:4326,Sub Nigel,"Gold,platinum-group elements,Silver","Shoreline placer gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2796,https://mrdata.usgs.gov/major-deposits,2796,South Africa,"","",POINT (26.75 -26.91667),EPSG:4326,Vaal Reefs,"platinum-group elements,Gold,Silver","Paleoplacer gold ± uranium,Supergene gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2797,https://mrdata.usgs.gov/major-deposits,2797,South Africa,"","",POINT (26.88333 -28.15),EPSG:4326,"Virginia (Harmony, Merriespruit)","platinum-group elements,Silver,Gold","Paleoplacer gold ± uranium,Supergene gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2798,https://mrdata.usgs.gov/major-deposits,2798,South Africa,"","",POINT (28.46667 -26.33333),EPSG:4326,Vogelstruisbult,"Silver,platinum-group elements,Gold","Paleoplacer gold ± uranium,Supergene gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2799,https://mrdata.usgs.gov/major-deposits,2799,South Africa,"","",POINT (26.66667 -27.98333),EPSG:4326,Western Holdings,"Gold,platinum-group elements,Silver","Paleoplacer gold ± uranium,Supergene gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2800,https://mrdata.usgs.gov/major-deposits,2800,South Africa,"","",POINT (29.16667 -26.5),EPSG:4326,Winkelhaak,"platinum-group elements,Gold,Silver","Shoreline placer gold,Supergene gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2801,https://mrdata.usgs.gov/major-deposits,2801,South Africa,"","",POINT (28.43333 -26.51667),EPSG:4326,Wit Nigel,"Gold,Silver,platinum-group elements","Paleoplacer gold ± uranium,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2802,https://mrdata.usgs.gov/major-deposits,2802,South Africa,"","",POINT (29.1 -26.51667),EPSG:4326,Bracken,"Silver,Gold,platinum-group elements","Fluvial placer PGE,Shoreline placer gold,Supergene gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2807,https://mrdata.usgs.gov/major-deposits,2807,South Africa,"","",POINT (27.71667 -26.36667),EPSG:4326,Western Areas and Elsburg Sections,"Gold,platinum-group elements,Sulfur","Fluvial placer PGE,Paleoplacer gold ± uranium,Supergene gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2808,https://mrdata.usgs.gov/major-deposits,2808,South Africa,"","",POINT (31.1 -25.71667),EPSG:4326,"Barberton (Fairview, Sheba, New Consort, Agnes, Princeton Complex)","Sulfur,platinum-group elements,Silver,Gold","Hydrothermal,Paleoplacer gold ± uranium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2809,https://mrdata.usgs.gov/major-deposits,2809,South Africa,"","",POINT (27.3 -26.4),EPSG:4326,Doornfontein,"Silver,Gold,Sulfur,platinum-group elements","Fluvial placer PGE,Fluvial placer gold,Paleoplacer gold ± uranium,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2813,https://mrdata.usgs.gov/major-deposits,2813,South Africa,"","",POINT (27.38333 -26.4),EPSG:4326,Blyvooruitzicht,"Silver,platinum-group elements,Uranium,Gold","Paleoplacer gold ± uranium,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2814,https://mrdata.usgs.gov/major-deposits,2814,South Africa,"","",POINT (26.87 -26.8),EPSG:4326,Buffelsfontein,"Uranium,Silver,platinum-group elements,Gold","Paleoplacer gold ± uranium,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2815,https://mrdata.usgs.gov/major-deposits,2815,South Africa,"","",POINT (26.66667 -27.83333),EPSG:4326,Freddies Consolidated,"Silver,Uranium,Gold,platinum-group elements","Paleoplacer gold ± uranium,Supergene gold,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2816,https://mrdata.usgs.gov/major-deposits,2816,South Africa,"","",POINT (26.73333 -27.91667),EPSG:4326,Free State Geduld,"Uranium,Silver,platinum-group elements,Gold","Paleoplacer gold ± uranium,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2817,https://mrdata.usgs.gov/major-deposits,2817,South Africa,"","",POINT (26.83333 -27.98333),EPSG:4326,Free State Saaiplaas,"Uranium,platinum-group elements,Silver,Gold","Paleoplacer gold ± uranium,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2818,https://mrdata.usgs.gov/major-deposits,2818,South Africa,"","",POINT (26.8 -28),EPSG:4326,President Steyn,"platinum-group elements,Silver,Gold,Uranium","Paleoplacer gold ± uranium,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2819,https://mrdata.usgs.gov/major-deposits,2819,South Africa,"","",POINT (26.75 -27.96667),EPSG:4326,Welkom,"Gold,Silver,platinum-group elements,Uranium","Paleoplacer gold ± uranium,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2820,https://mrdata.usgs.gov/major-deposits,2820,South Africa,"","",POINT (27.76667 -26.13333),EPSG:4326,West Rand Consolidated,"Gold,Uranium,Silver,platinum-group elements","Paleoplacer gold ± uranium,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2821,https://mrdata.usgs.gov/major-deposits,2821,South Africa,"","",POINT (27.41667 -26.41667),EPSG:4326,Western Deep Levels,"Silver,platinum-group elements,Uranium,Gold","Paleoplacer gold ± uranium,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2822,https://mrdata.usgs.gov/major-deposits,2822,South Africa,"","",POINT (27.41667 -26.41667),EPSG:4326,Western Ultra Deep Levels,"Gold,Uranium,Silver,platinum-group elements","Paleoplacer gold ± uranium,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2823,https://mrdata.usgs.gov/major-deposits,2823,South Africa,"","",POINT (26.75 -28.03333),EPSG:4326,President Brand,"Uranium,Gold,Sulfur,platinum-group elements,Silver","Paleoplacer gold ± uranium,Surficial"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2824,https://mrdata.usgs.gov/major-deposits,2824,South Africa,"","",POINT (28.36667 -26.28333),EPSG:4326,South African Land And Exploration Company,"platinum-group elements,Uranium,Sulfur,Silver,Gold","Paleoplacer gold ± uranium,Surficial"
